time,source,destination,protocol,length
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1214
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,399
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,85
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:17,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,186
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,1440
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,64
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,100
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,85
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:17,74.125.137.100,10.144.69.242,TCP,172
2026-05-04T15:31:17,10.144.69.242,74.125.137.100,TCP,54
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,146
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:17,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:17,172.64.155.209,10.144.69.242,TCP,130
2026-05-04T15:31:17,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:17,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:18,172.64.155.209,10.144.69.242,TCP,170
2026-05-04T15:31:18,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:18,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:18,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:18,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:18,172.64.155.209,10.144.69.242,TCP,178
2026-05-04T15:31:18,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:18,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:18,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:18,172.64.155.209,10.144.69.242,TCP,122
2026-05-04T15:31:18,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:18,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:18,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:18,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:19,172.64.155.209,10.144.69.242,TCP,250
2026-05-04T15:31:19,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:19,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:19,172.64.155.209,10.144.69.242,TCP,234
2026-05-04T15:31:19,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:19,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:19,10.144.69.242,172.64.41.4,TCP,245
2026-05-04T15:31:19,10.144.69.242,172.64.41.4,TCP,245
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,66
2026-05-04T15:31:19,172.64.41.4,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.64.41.4,10.144.69.242,TCP,134
2026-05-04T15:31:19,172.64.41.4,10.144.69.242,TCP,553
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,66
2026-05-04T15:31:19,10.144.69.242,172.64.41.4,TCP,54
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,54
2026-05-04T15:31:19,172.64.41.4,10.144.69.242,TCP,111
2026-05-04T15:31:19,172.64.41.4,10.144.69.242,TCP,553
2026-05-04T15:31:19,10.144.69.242,172.64.41.4,TCP,54
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,1440
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,1213
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,60
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,569
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,56
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,56
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,56
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,56
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,1440
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,154
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,576
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,116
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,54
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,85
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,85
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,56
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,458
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,85
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,54
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,93
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,54
2026-05-04T15:31:19,10.144.69.242,142.251.218.74,TCP,93
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,66
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,66
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,1440
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,1213
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,60
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,146
2026-05-04T15:31:19,142.251.218.74,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1440
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1112
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,128
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,146
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,1440
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,960
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,1440
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,575
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,704
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,85
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,85
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:19,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,1348
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,326
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,85
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,54
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,93
2026-05-04T15:31:19,10.144.69.242,172.217.12.106,TCP,93
2026-05-04T15:31:19,172.217.12.106,10.144.69.242,TCP,56
2026-05-04T15:31:20,10.144.69.242,162.159.130.234,TCP,172
2026-05-04T15:31:20,162.159.130.234,10.144.69.242,TCP,56
2026-05-04T15:31:20,10.144.69.242,98.89.14.24,TCP,126
2026-05-04T15:31:20,10.144.69.242,98.89.14.24,TCP,403
2026-05-04T15:31:20,162.159.130.234,10.144.69.242,TCP,88
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,186
2026-05-04T15:31:20,98.89.14.24,10.144.69.242,TCP,56
2026-05-04T15:31:20,98.89.14.24,10.144.69.242,TCP,414
2026-05-04T15:31:20,10.144.69.242,162.159.130.234,TCP,54
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:20,10.144.69.242,98.89.14.24,TCP,54
2026-05-04T15:31:20,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:20,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,266
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:20,10.144.69.242,104.18.39.21,TCP,142
2026-05-04T15:31:20,104.18.39.21,10.144.69.242,TCP,56
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1333
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,967
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:20,104.18.39.21,10.144.69.242,TCP,133
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:20,10.144.69.242,104.18.39.21,TCP,54
2026-05-04T15:31:20,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,1440
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,147
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,101
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,85
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:20,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:20,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:20,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:20,172.64.155.209,10.144.69.242,TCP,170
2026-05-04T15:31:20,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:20,10.144.255.250,239.255.255.253,OTHER,64
2026-05-04T15:31:20,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,170
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:21,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,1130
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,273
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:21,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:21,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,1253
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,187
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,728
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,529
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,1428
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,105
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,85
2026-05-04T15:31:21,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:21,172.212.135.15,10.144.69.242,TCP,81
2026-05-04T15:31:21,172.64.155.209,10.144.69.242,TCP,848
2026-05-04T15:31:22,10.144.255.250,239.255.255.253,OTHER,60
2026-05-04T15:31:22,10.144.69.242,172.212.135.15,TCP,54
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,99
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,85
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,1091
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,529
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:22,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:22,104.18.39.21,10.144.69.242,TCP,207
2026-05-04T15:31:22,52.107.247.1,10.144.69.242,TCP,79
2026-05-04T15:31:22,10.144.69.242,52.107.247.1,TCP,83
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,1440
2026-05-04T15:31:22,10.144.69.242,104.18.39.21,TCP,54
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,159
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,405
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:22,172.64.155.209,10.144.69.242,TCP,85
2026-05-04T15:31:22,10.144.69.242,172.64.155.209,TCP,54
2026-05-04T15:31:22,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:22,52.107.247.1,10.144.69.242,TCP,56
2026-05-04T15:31:22,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:22,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:22,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:22,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:22,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:22,162.159.130.234,10.144.69.242,TCP,100
2026-05-04T15:31:22,162.159.130.234,10.144.69.242,TCP,93
2026-05-04T15:31:22,10.144.69.242,162.159.130.234,TCP,54
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:23,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:23,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:23,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:24,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:24,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:24,10.144.255.250,239.255.255.250,OTHER,64
2026-05-04T15:31:24,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:24,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:24,104.18.39.21,10.144.69.242,TCP,78
2026-05-04T15:31:24,10.144.69.242,104.18.39.21,TCP,82
2026-05-04T15:31:24,104.18.39.21,10.144.69.242,TCP,56
2026-05-04T15:31:25,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:25,10.144.69.242,172.212.135.15,TCP,85
2026-05-04T15:31:25,172.212.135.15,10.144.69.242,TCP,56
2026-05-04T15:31:25,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1214
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,1440
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,437
2026-05-04T15:31:25,10.144.69.242,172.64.155.209,TCP,85
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,172.64.155.209,10.144.69.242,TCP,56
2026-05-04T15:31:25,10.144.255.250,239.255.255.250,OTHER,60
2026-05-04T15:31:25,10.144.69.242,239.255.255.250,OTHER,46
2026-05-04T15:31:25,10.144.255.250,239.255.255.250,OTHER,60
2026-05-22T16:27:32,192.168.1.137,162.159.130.234,TCP,175
2026-05-22T16:27:32,162.159.130.234,192.168.1.137,TCP,54
2026-05-22T16:27:32,162.159.130.234,192.168.1.137,TCP,88
2026-05-22T16:27:32,192.168.1.137,162.159.130.234,TCP,54
2026-05-22T16:27:34,192.168.1.137,192.168.1.1,UDP,74
2026-05-22T16:27:34,192.168.1.137,192.168.1.1,UDP,74
2026-05-22T16:27:34,192.168.1.1,192.168.1.137,UDP,222
2026-05-22T16:27:34,192.168.1.1,192.168.1.137,UDP,179
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,66
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,66
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,54
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,534
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,1514
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,1514
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,967
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,1514
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,1514
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,1514
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,66
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,74
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,74
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,66
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,54
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,134
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,1514
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,1334
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,157
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,54
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,54
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,1514
2026-05-22T16:27:42,52.104.127.39,192.168.1.137,TCP,683
2026-05-22T16:27:42,192.168.1.137,52.104.127.39,TCP,54
2026-05-22T16:27:44,192.168.1.87,239.255.255.250,UDP,167
